Date_ID,Date,Year,Month,Month Name,Quarter
D-0032192,2006-02-01T00:00:00,2006,2,February,Q1
D-0032193,2006-03-01T00:00:00,2006,3,March,Q1
D-0032194,2006-04-01T00:00:00,2006,4,April,Q2
D-0032195,2006-05-01T00:00:00,2006,5,May,Q2
D-0032196,2006-06-01T00:00:00,2006,6,June,Q2
D-0032197,2006-07-01T00:00:00,2006,7,July,Q3
D-0032198,2006-08-01T00:00:00,2006,8,August,Q3
D-0032199,2006-09-01T00:00:00,2006,9,September,Q3
D-0032200,2006-10-01T00:00:00,2006,10,October,Q4
D-0032201,2006-11-01T00:00:00,2006,11,November,Q4
D-0032202,2006-12-01T00:00:00,2006,12,December,Q4
D-0032203,2007-01-01T00:00:00,2007,1,January,Q1
D-0032204,2007-02-01T00:00:00,2007,2,February,Q1
D-0032205,2007-03-01T00:00:00,2007,3,March,Q1
D-0032206,2007-04-01T00:00:00,2007,4,April,Q2
D-0032207,2007-05-01T00:00:00,2007,5,May,Q2
D-0032208,2007-06-01T00:00:00,2007,6,June,Q2
D-0032209,2007-07-01T00:00:00,2007,7,July,Q3
D-0032210,2007-08-01T00:00:00,2007,8,August,Q3
D-0032211,2007-09-01T00:00:00,2007,9,September,Q3
D-0032212,2007-10-01T00:00:00,2007,10,October,Q4
D-0032213,2007-11-01T00:00:00,2007,11,November,Q4
D-0032214,2007-12-01T00:00:00,2007,12,December,Q4
D-0032215,2008-01-01T00:00:00,2008,1,January,Q1
D-0032216,2008-02-01T00:00:00,2008,2,February,Q1
D-0032217,2008-03-01T00:00:00,2008,3,March,Q1
D-0032218,2008-04-01T00:00:00,2008,4,April,Q2
D-0032219,2008-05-01T00:00:00,2008,5,May,Q2
D-0032220,2008-06-01T00:00:00,2008,6,June,Q2
D-0032221,2008-07-01T00:00:00,2008,7,July,Q3
D-0032222,2008-08-01T00:00:00,2008,8,August,Q3
D-0032223,2008-09-01T00:00:00,2008,9,September,Q3
D-0032224,2008-10-01T00:00:00,2008,10,October,Q4
D-0032225,2008-11-01T00:00:00,2008,11,November,Q4
D-0032226,2008-12-01T00:00:00,2008,12,December,Q4
D-0032227,2009-01-01T00:00:00,2009,1,January,Q1
D-0032228,2009-02-01T00:00:00,2009,2,February,Q1
D-0032229,2009-03-01T00:00:00,2009,3,March,Q1
D-0032230,2009-04-01T00:00:00,2009,4,April,Q2
D-0032231,2009-05-01T00:00:00,2009,5,May,Q2
D-0032232,2009-06-01T00:00:00,2009,6,June,Q2
D-0032233,2009-07-01T00:00:00,2009,7,July,Q3
D-0032234,2009-08-01T00:00:00,2009,8,August,Q3
D-0032235,2009-09-01T00:00:00,2009,9,September,Q3
D-0032236,2009-10-01T00:00:00,2009,10,October,Q4
D-0032237,2009-11-01T00:00:00,2009,11,November,Q4
D-0032238,2009-12-01T00:00:00,2009,12,December,Q4
D-0032239,2010-01-01T00:00:00,2010,1,January,Q1
D-0032240,2010-02-01T00:00:00,2010,2,February,Q1
D-0032241,2010-03-01T00:00:00,2010,3,March,Q1
D-0032242,2010-04-01T00:00:00,2010,4,April,Q2
D-0032243,2010-05-01T00:00:00,2010,5,May,Q2
D-0032244,2010-06-01T00:00:00,2010,6,June,Q2
D-0032245,2010-07-01T00:00:00,2010,7,July,Q3
D-0032246,2010-08-01T00:00:00,2010,8,August,Q3
D-0032247,2010-09-01T00:00:00,2010,9,September,Q3
D-0032248,2010-10-01T00:00:00,2010,10,October,Q4
D-0032249,2010-11-01T00:00:00,2010,11,November,Q4
D-0032250,2010-12-01T00:00:00,2010,12,December,Q4
D-0032251,2011-01-01T00:00:00,2011,1,January,Q1
D-0032252,2011-02-01T00:00:00,2011,2,February,Q1
D-0032253,2011-03-01T00:00:00,2011,3,March,Q1
D-0032254,2011-04-01T00:00:00,2011,4,April,Q2
D-0032255,2011-05-01T00:00:00,2011,5,May,Q2
D-0032256,2011-06-01T00:00:00,2011,6,June,Q2
D-0032257,2011-07-01T00:00:00,2011,7,July,Q3
D-0032258,2011-08-01T00:00:00,2011,8,August,Q3
D-0032259,2011-09-01T00:00:00,2011,9,September,Q3
D-0032260,2011-10-01T00:00:00,2011,10,October,Q4
D-0032261,2011-11-01T00:00:00,2011,11,November,Q4
D-0032262,2011-12-01T00:00:00,2011,12,December,Q4
D-0032263,2012-01-01T00:00:00,2012,1,January,Q1
D-0032264,2012-02-01T00:00:00,2012,2,February,Q1
D-0032265,2012-03-01T00:00:00,2012,3,March,Q1
D-0032266,2012-04-01T00:00:00,2012,4,April,Q2
D-0032267,2012-05-01T00:00:00,2012,5,May,Q2
D-0032268,2012-06-01T00:00:00,2012,6,June,Q2
D-0032269,2012-07-01T00:00:00,2012,7,July,Q3
D-0032270,2012-08-01T00:00:00,2012,8,August,Q3
D-0032271,2012-09-01T00:00:00,2012,9,September,Q3
D-0032272,2012-10-01T00:00:00,2012,10,October,Q4
D-0032273,2012-11-01T00:00:00,2012,11,November,Q4
D-0032274,2012-12-01T00:00:00,2012,12,December,Q4
D-0032275,2013-01-01T00:00:00,2013,1,January,Q1
D-0032276,2013-02-01T00:00:00,2013,2,February,Q1
D-0032277,2013-03-01T00:00:00,2013,3,March,Q1
D-0032278,2013-04-01T00:00:00,2013,4,April,Q2
D-0032279,2013-05-01T00:00:00,2013,5,May,Q2
D-0032280,2013-06-01T00:00:00,2013,6,June,Q2
D-0032281,2013-07-01T00:00:00,2013,7,July,Q3
D-0032282,2013-08-01T00:00:00,2013,8,August,Q3
D-0032283,2013-09-01T00:00:00,2013,9,September,Q3
D-0032284,2013-10-01T00:00:00,2013,10,October,Q4
D-0032285,2013-11-01T00:00:00,2013,11,November,Q4
D-0032286,2013-12-01T00:00:00,2013,12,December,Q4
D-0032287,2014-01-01T00:00:00,2014,1,January,Q1
D-0032288,2014-02-01T00:00:00,2014,2,February,Q1
D-0032289,2014-03-01T00:00:00,2014,3,March,Q1
D-0032290,2014-04-01T00:00:00,2014,4,April,Q2
D-0032291,2014-05-01T00:00:00,2014,5,May,Q2
D-0032292,2014-06-01T00:00:00,2014,6,June,Q2
D-0032293,2014-07-01T00:00:00,2014,7,July,Q3
D-0032294,2014-08-01T00:00:00,2014,8,August,Q3
D-0032295,2014-09-01T00:00:00,2014,9,September,Q3
D-0032296,2014-10-01T00:00:00,2014,10,October,Q4
D-0032297,2014-11-01T00:00:00,2014,11,November,Q4
D-0032298,2014-12-01T00:00:00,2014,12,December,Q4
D-0032299,2015-01-01T00:00:00,2015,1,January,Q1
D-0032300,2015-02-01T00:00:00,2015,2,February,Q1
D-0032301,2015-03-01T00:00:00,2015,3,March,Q1
D-0032302,2015-04-01T00:00:00,2015,4,April,Q2
D-0032303,2015-05-01T00:00:00,2015,5,May,Q2
D-0032304,2015-06-01T00:00:00,2015,6,June,Q2
D-0032305,2015-07-01T00:00:00,2015,7,July,Q3
D-0032306,2015-08-01T00:00:00,2015,8,August,Q3
D-0032307,2015-09-01T00:00:00,2015,9,September,Q3
D-0032308,2015-10-01T00:00:00,2015,10,October,Q4
D-0032309,2015-11-01T00:00:00,2015,11,November,Q4
D-0032310,2015-12-01T00:00:00,2015,12,December,Q4
D-0032311,2016-01-01T00:00:00,2016,1,January,Q1
D-0032312,2016-02-01T00:00:00,2016,2,February,Q1
D-0032313,2016-03-01T00:00:00,2016,3,March,Q1
D-0032314,2016-04-01T00:00:00,2016,4,April,Q2
D-0032315,2016-05-01T00:00:00,2016,5,May,Q2
D-0032316,2016-06-01T00:00:00,2016,6,June,Q2
D-0032317,2016-07-01T00:00:00,2016,7,July,Q3
D-0032318,2016-08-01T00:00:00,2016,8,August,Q3
D-0032319,2016-09-01T00:00:00,2016,9,September,Q3
D-0032320,2016-10-01T00:00:00,2016,10,October,Q4
D-0032321,2016-11-01T00:00:00,2016,11,November,Q4
D-0032322,2016-12-01T00:00:00,2016,12,December,Q4
D-0032323,2017-01-01T00:00:00,2017,1,January,Q1
D-0032324,2017-02-01T00:00:00,2017,2,February,Q1
D-0032325,2017-03-01T00:00:00,2017,3,March,Q1
D-0032326,2017-04-01T00:00:00,2017,4,April,Q2
D-0032327,2017-05-01T00:00:00,2017,5,May,Q2
D-0032328,2017-06-01T00:00:00,2017,6,June,Q2
D-0032329,2017-07-01T00:00:00,2017,7,July,Q3
D-0032330,2017-08-01T00:00:00,2017,8,August,Q3
D-0032331,2017-09-01T00:00:00,2017,9,September,Q3
D-0032332,2017-10-01T00:00:00,2017,10,October,Q4
D-0032333,2017-11-01T00:00:00,2017,11,November,Q4
D-0032334,2017-12-01T00:00:00,2017,12,December,Q4
D-0032335,2018-01-01T00:00:00,2018,1,January,Q1
D-0032336,2018-02-01T00:00:00,2018,2,February,Q1
D-0032337,2018-03-01T00:00:00,2018,3,March,Q1
D-0032338,2018-04-01T00:00:00,2018,4,April,Q2
D-0032339,2018-05-01T00:00:00,2018,5,May,Q2
D-0032340,2018-06-01T00:00:00,2018,6,June,Q2
D-0032341,2018-07-01T00:00:00,2018,7,July,Q3
D-0032342,2018-08-01T00:00:00,2018,8,August,Q3
D-0032343,2018-09-01T00:00:00,2018,9,September,Q3
D-0032344,2018-10-01T00:00:00,2018,10,October,Q4
D-0032345,2018-11-01T00:00:00,2018,11,November,Q4
D-0032346,2018-12-01T00:00:00,2018,12,December,Q4
D-0032347,2019-01-01T00:00:00,2019,1,January,Q1
D-0032348,2019-02-01T00:00:00,2019,2,February,Q1
D-0032349,2019-03-01T00:00:00,2019,3,March,Q1
D-0032350,2019-04-01T00:00:00,2019,4,April,Q2
D-0032351,2019-05-01T00:00:00,2019,5,May,Q2
D-0032352,2019-06-01T00:00:00,2019,6,June,Q2
D-0032353,2019-07-01T00:00:00,2019,7,July,Q3
D-0032354,2019-08-01T00:00:00,2019,8,August,Q3
D-0032355,2019-09-01T00:00:00,2019,9,September,Q3
D-0032356,2019-10-01T00:00:00,2019,10,October,Q4
D-0032357,2019-11-01T00:00:00,2019,11,November,Q4
D-0032358,2019-12-01T00:00:00,2019,12,December,Q4
D-0032359,2020-01-01T00:00:00,2020,1,January,Q1
D-0032360,2020-02-01T00:00:00,2020,2,February,Q1
D-0032361,2020-03-01T00:00:00,2020,3,March,Q1
D-0032362,2020-04-01T00:00:00,2020,4,April,Q2
D-0032363,2020-05-01T00:00:00,2020,5,May,Q2
D-0032364,2020-06-01T00:00:00,2020,6,June,Q2
D-0032365,2020-07-01T00:00:00,2020,7,July,Q3
D-0032366,2020-08-01T00:00:00,2020,8,August,Q3
D-0032367,2020-09-01T00:00:00,2020,9,September,Q3
D-0032368,2020-10-01T00:00:00,2020,10,October,Q4
D-0032369,2020-11-01T00:00:00,2020,11,November,Q4
D-0032370,2020-12-01T00:00:00,2020,12,December,Q4
D-0032371,2021-01-01T00:00:00,2021,1,January,Q1
D-0032372,2021-02-01T00:00:00,2021,2,February,Q1
D-0032373,2021-03-01T00:00:00,2021,3,March,Q1
D-0032374,2021-04-01T00:00:00,2021,4,April,Q2
D-0032375,2021-05-01T00:00:00,2021,5,May,Q2
D-0032376,2021-06-01T00:00:00,2021,6,June,Q2
D-0032377,2021-07-01T00:00:00,2021,7,July,Q3
D-0032378,2021-08-01T00:00:00,2021,8,August,Q3
D-0032379,2021-09-01T00:00:00,2021,9,September,Q3
D-0032380,2021-10-01T00:00:00,2021,10,October,Q4
D-0032381,2021-11-01T00:00:00,2021,11,November,Q4
D-0032382,2021-12-01T00:00:00,2021,12,December,Q4
D-0032383,2022-01-01T00:00:00,2022,1,January,Q1
D-0032384,2022-02-01T00:00:00,2022,2,February,Q1
D-0032385,2022-03-01T00:00:00,2022,3,March,Q1
D-0032386,2022-04-01T00:00:00,2022,4,April,Q2
D-0032387,2022-05-01T00:00:00,2022,5,May,Q2
D-0032388,2022-06-01T00:00:00,2022,6,June,Q2
D-0032389,2022-07-01T00:00:00,2022,7,July,Q3
D-0032390,2022-08-01T00:00:00,2022,8,August,Q3
D-0032391,2022-09-01T00:00:00,2022,9,September,Q3
D-0032392,2022-10-01T00:00:00,2022,10,October,Q4
D-0032393,2022-11-01T00:00:00,2022,11,November,Q4
D-0032394,2022-12-01T00:00:00,2022,12,December,Q4
D-0032395,2023-01-01T00:00:00,2023,1,January,Q1
D-0032396,2023-02-01T00:00:00,2023,2,February,Q1
D-0032397,2023-03-01T00:00:00,2023,3,March,Q1
D-0032398,2023-04-01T00:00:00,2023,4,April,Q2
D-0032399,2023-05-01T00:00:00,2023,5,May,Q2
D-0032400,2023-06-01T00:00:00,2023,6,June,Q2
D-0032401,2023-07-01T00:00:00,2023,7,July,Q3
D-0032402,2023-08-01T00:00:00,2023,8,August,Q3
D-0032403,2023-09-01T00:00:00,2023,9,September,Q3
D-0032404,2023-10-01T00:00:00,2023,10,October,Q4
D-0032405,2023-11-01T00:00:00,2023,11,November,Q4
D-0032406,2023-12-01T00:00:00,2023,12,December,Q4
D-0032407,2024-01-01T00:00:00,2024,1,January,Q1
D-0032408,2024-02-01T00:00:00,2024,2,February,Q1
D-0032409,2024-03-01T00:00:00,2024,3,March,Q1
D-0032410,2024-04-01T00:00:00,2024,4,April,Q2
D-0032411,2024-05-01T00:00:00,2024,5,May,Q2
D-0032412,2024-06-01T00:00:00,2024,6,June,Q2
D-0032413,2024-07-01T00:00:00,2024,7,July,Q3
D-0032414,2024-08-01T00:00:00,2024,8,August,Q3
D-0032415,2024-09-01T00:00:00,2024,9,September,Q3
D-0032416,2024-10-01T00:00:00,2024,10,October,Q4
D-0032417,2024-11-01T00:00:00,2024,11,November,Q4
D-0032418,2024-12-01T00:00:00,2024,12,December,Q4
D-0032419,2025-01-01T00:00:00,2025,1,January,Q1
D-0032420,2025-02-01T00:00:00,2025,2,February,Q1
D-0032421,2025-03-01T00:00:00,2025,3,March,Q1
D-0032422,2000-01-01T00:00:00,2000,1,January,Q1
D-0032423,2000-02-01T00:00:00,2000,2,February,Q1
D-0032424,2000-03-01T00:00:00,2000,3,March,Q1
D-0032425,2000-04-01T00:00:00,2000,4,April,Q2
D-0032426,2000-05-01T00:00:00,2000,5,May,Q2
D-0032427,2000-06-01T00:00:00,2000,6,June,Q2
D-0032428,2000-07-01T00:00:00,2000,7,July,Q3
D-0032429,2000-08-01T00:00:00,2000,8,August,Q3
D-0032430,2000-09-01T00:00:00,2000,9,September,Q3
D-0032431,2000-10-01T00:00:00,2000,10,October,Q4
D-0032432,2000-11-01T00:00:00,2000,11,November,Q4
D-0032433,2000-12-01T00:00:00,2000,12,December,Q4
D-0032434,2001-01-01T00:00:00,2001,1,January,Q1
D-0032435,2001-02-01T00:00:00,2001,2,February,Q1
D-0032436,2001-03-01T00:00:00,2001,3,March,Q1
D-0032437,2001-04-01T00:00:00,2001,4,April,Q2
D-0032438,2001-05-01T00:00:00,2001,5,May,Q2
D-0032439,2001-06-01T00:00:00,2001,6,June,Q2
D-0032440,2001-07-01T00:00:00,2001,7,July,Q3
D-0032441,2001-08-01T00:00:00,2001,8,August,Q3
D-0032442,2001-09-01T00:00:00,2001,9,September,Q3
D-0032443,2001-10-01T00:00:00,2001,10,October,Q4
D-0032444,2001-11-01T00:00:00,2001,11,November,Q4
D-0032445,2001-12-01T00:00:00,2001,12,December,Q4
D-0032446,2002-01-01T00:00:00,2002,1,January,Q1
D-0032447,2002-02-01T00:00:00,2002,2,February,Q1
D-0032448,2002-03-01T00:00:00,2002,3,March,Q1
D-0032449,2002-04-01T00:00:00,2002,4,April,Q2
D-0032450,2002-05-01T00:00:00,2002,5,May,Q2
D-0032451,2002-06-01T00:00:00,2002,6,June,Q2
D-0032452,2002-07-01T00:00:00,2002,7,July,Q3
D-0032453,2002-08-01T00:00:00,2002,8,August,Q3
D-0032454,2002-09-01T00:00:00,2002,9,September,Q3
D-0032455,2002-10-01T00:00:00,2002,10,October,Q4
D-0032456,2002-11-01T00:00:00,2002,11,November,Q4
D-0032457,2002-12-01T00:00:00,2002,12,December,Q4
D-0032458,2003-01-01T00:00:00,2003,1,January,Q1
D-0032459,2003-02-01T00:00:00,2003,2,February,Q1
D-0032460,2003-03-01T00:00:00,2003,3,March,Q1
D-0032461,2003-04-01T00:00:00,2003,4,April,Q2
D-0032462,2003-05-01T00:00:00,2003,5,May,Q2
D-0032463,2003-06-01T00:00:00,2003,6,June,Q2
D-0032464,2003-07-01T00:00:00,2003,7,July,Q3
D-0032465,2003-08-01T00:00:00,2003,8,August,Q3
D-0032466,2003-09-01T00:00:00,2003,9,September,Q3
D-0032467,2003-10-01T00:00:00,2003,10,October,Q4
D-0032468,2003-11-01T00:00:00,2003,11,November,Q4
D-0032469,2003-12-01T00:00:00,2003,12,December,Q4
D-0032470,2004-01-01T00:00:00,2004,1,January,Q1
D-0032471,2004-02-01T00:00:00,2004,2,February,Q1
D-0032472,2004-03-01T00:00:00,2004,3,March,Q1
D-0032473,2004-04-01T00:00:00,2004,4,April,Q2
D-0032474,2004-05-01T00:00:00,2004,5,May,Q2
D-0032475,2004-06-01T00:00:00,2004,6,June,Q2
D-0032476,2004-07-01T00:00:00,2004,7,July,Q3
D-0032477,2004-08-01T00:00:00,2004,8,August,Q3
D-0032478,2004-09-01T00:00:00,2004,9,September,Q3
D-0032479,2004-10-01T00:00:00,2004,10,October,Q4
D-0032480,2004-11-01T00:00:00,2004,11,November,Q4
D-0032481,2004-12-01T00:00:00,2004,12,December,Q4
D-0032482,2005-01-01T00:00:00,2005,1,January,Q1
D-0032483,2005-02-01T00:00:00,2005,2,February,Q1
D-0032484,2005-03-01T00:00:00,2005,3,March,Q1
D-0032485,2005-04-01T00:00:00,2005,4,April,Q2
D-0032486,2005-05-01T00:00:00,2005,5,May,Q2
D-0032487,2005-06-01T00:00:00,2005,6,June,Q2
D-0032488,2005-07-01T00:00:00,2005,7,July,Q3
D-0032489,2005-08-01T00:00:00,2005,8,August,Q3
D-0032490,2005-09-01T00:00:00,2005,9,September,Q3
D-0032491,2005-10-01T00:00:00,2005,10,October,Q4
D-0032492,2005-11-01T00:00:00,2005,11,November,Q4
D-0032493,2005-12-01T00:00:00,2005,12,December,Q4
D-0032494,2006-01-01T00:00:00,2006,1,January,Q1
D-0032495,2006-02-01T00:00:00,2006,2,February,Q1
D-0032496,2006-03-01T00:00:00,2006,3,March,Q1
D-0032497,2006-04-01T00:00:00,2006,4,April,Q2
D-0032498,2006-05-01T00:00:00,2006,5,May,Q2
D-0032499,2006-06-01T00:00:00,2006,6,June,Q2
D-0032500,2006-07-01T00:00:00,2006,7,July,Q3
D-0032501,2006-08-01T00:00:00,2006,8,August,Q3
D-0032502,2006-09-01T00:00:00,2006,9,September,Q3
D-0032503,2006-10-01T00:00:00,2006,10,October,Q4
D-0032504,2006-11-01T00:00:00,2006,11,November,Q4
D-0032505,2006-12-01T00:00:00,2006,12,December,Q4
D-0032506,2007-01-01T00:00:00,2007,1,January,Q1
D-0032507,2007-02-01T00:00:00,2007,2,February,Q1
D-0032508,2007-03-01T00:00:00,2007,3,March,Q1
D-0032509,2007-04-01T00:00:00,2007,4,April,Q2
D-0032510,2007-05-01T00:00:00,2007,5,May,Q2
D-0032511,2007-06-01T00:00:00,2007,6,June,Q2
D-0032512,2007-07-01T00:00:00,2007,7,July,Q3
D-0032513,2007-08-01T00:00:00,2007,8,August,Q3
D-0032514,2007-09-01T00:00:00,2007,9,September,Q3
D-0032515,2007-10-01T00:00:00,2007,10,October,Q4
D-0032516,2007-11-01T00:00:00,2007,11,November,Q4
D-0032517,2007-12-01T00:00:00,2007,12,December,Q4
D-0032518,2008-01-01T00:00:00,2008,1,January,Q1
D-0032519,2008-02-01T00:00:00,2008,2,February,Q1
D-0032520,2008-03-01T00:00:00,2008,3,March,Q1
D-0032521,2008-04-01T00:00:00,2008,4,April,Q2
D-0032522,2008-05-01T00:00:00,2008,5,May,Q2
D-0032523,2008-06-01T00:00:00,2008,6,June,Q2
D-0032524,2008-07-01T00:00:00,2008,7,July,Q3
D-0032525,2008-08-01T00:00:00,2008,8,August,Q3
D-0032526,2008-09-01T00:00:00,2008,9,September,Q3
D-0032527,2008-10-01T00:00:00,2008,10,October,Q4
D-0032528,2008-11-01T00:00:00,2008,11,November,Q4
D-0032529,2008-12-01T00:00:00,2008,12,December,Q4
D-0032530,2009-01-01T00:00:00,2009,1,January,Q1
D-0032531,2009-02-01T00:00:00,2009,2,February,Q1
D-0032532,2009-03-01T00:00:00,2009,3,March,Q1
D-0032533,2009-04-01T00:00:00,2009,4,April,Q2
D-0032534,2009-05-01T00:00:00,2009,5,May,Q2
D-0032535,2009-06-01T00:00:00,2009,6,June,Q2
D-0032536,2009-07-01T00:00:00,2009,7,July,Q3
D-0032537,2009-08-01T00:00:00,2009,8,August,Q3
D-0032538,2009-09-01T00:00:00,2009,9,September,Q3
D-0032539,2009-10-01T00:00:00,2009,10,October,Q4
D-0032540,2009-11-01T00:00:00,2009,11,November,Q4
D-0032541,2009-12-01T00:00:00,2009,12,December,Q4
D-0032542,2010-01-01T00:00:00,2010,1,January,Q1
D-0032543,2010-02-01T00:00:00,2010,2,February,Q1
D-0032544,2010-03-01T00:00:00,2010,3,March,Q1
D-0032545,2010-04-01T00:00:00,2010,4,April,Q2
D-0032546,2010-05-01T00:00:00,2010,5,May,Q2
D-0032547,2010-06-01T00:00:00,2010,6,June,Q2
D-0032548,2010-07-01T00:00:00,2010,7,July,Q3
D-0032549,2010-08-01T00:00:00,2010,8,August,Q3
D-0032550,2010-09-01T00:00:00,2010,9,September,Q3
D-0032551,2010-10-01T00:00:00,2010,10,October,Q4
D-0032552,2010-11-01T00:00:00,2010,11,November,Q4
D-0032553,2010-12-01T00:00:00,2010,12,December,Q4
D-0032554,2011-01-01T00:00:00,2011,1,January,Q1
D-0032555,2011-02-01T00:00:00,2011,2,February,Q1
D-0032556,2011-03-01T00:00:00,2011,3,March,Q1
D-0032557,2011-04-01T00:00:00,2011,4,April,Q2
D-0032558,2011-05-01T00:00:00,2011,5,May,Q2
D-0032559,2011-06-01T00:00:00,2011,6,June,Q2
D-0032560,2011-07-01T00:00:00,2011,7,July,Q3
D-0032561,2011-08-01T00:00:00,2011,8,August,Q3
D-0032562,2011-09-01T00:00:00,2011,9,September,Q3
D-0032563,2011-10-01T00:00:00,2011,10,October,Q4
D-0032564,2011-11-01T00:00:00,2011,11,November,Q4
D-0032565,2011-12-01T00:00:00,2011,12,December,Q4
D-0032566,2012-01-01T00:00:00,2012,1,January,Q1
D-0032567,2012-02-01T00:00:00,2012,2,February,Q1
D-0032568,2012-03-01T00:00:00,2012,3,March,Q1
D-0032569,2012-04-01T00:00:00,2012,4,April,Q2
D-0032570,2012-05-01T00:00:00,2012,5,May,Q2
D-0032571,2012-06-01T00:00:00,2012,6,June,Q2
D-0032572,2012-07-01T00:00:00,2012,7,July,Q3
D-0032573,2012-08-01T00:00:00,2012,8,August,Q3
D-0032574,2012-09-01T00:00:00,2012,9,September,Q3
D-0032575,2012-10-01T00:00:00,2012,10,October,Q4
D-0032576,2012-11-01T00:00:00,2012,11,November,Q4
D-0032577,2012-12-01T00:00:00,2012,12,December,Q4
D-0032578,2013-01-01T00:00:00,2013,1,January,Q1
D-0032579,2013-02-01T00:00:00,2013,2,February,Q1
D-0032580,2013-03-01T00:00:00,2013,3,March,Q1
D-0032581,2013-04-01T00:00:00,2013,4,April,Q2
D-0032582,2013-05-01T00:00:00,2013,5,May,Q2
D-0032583,2013-06-01T00:00:00,2013,6,June,Q2
D-0032584,2013-07-01T00:00:00,2013,7,July,Q3
D-0032585,2013-08-01T00:00:00,2013,8,August,Q3
D-0032586,2013-09-01T00:00:00,2013,9,September,Q3
D-0032587,2013-10-01T00:00:00,2013,10,October,Q4
D-0032588,2013-11-01T00:00:00,2013,11,November,Q4
D-0032589,2013-12-01T00:00:00,2013,12,December,Q4
D-0032590,2014-01-01T00:00:00,2014,1,January,Q1
D-0032591,2014-02-01T00:00:00,2014,2,February,Q1
D-0032592,2014-03-01T00:00:00,2014,3,March,Q1
D-0032593,2014-04-01T00:00:00,2014,4,April,Q2
D-0032594,2014-05-01T00:00:00,2014,5,May,Q2
D-0032595,2014-06-01T00:00:00,2014,6,June,Q2
D-0032596,2014-07-01T00:00:00,2014,7,July,Q3
D-0032597,2014-08-01T00:00:00,2014,8,August,Q3
D-0032598,2014-09-01T00:00:00,2014,9,September,Q3
D-0032599,2014-10-01T00:00:00,2014,10,October,Q4
D-0032600,2014-11-01T00:00:00,2014,11,November,Q4
D-0032601,2014-12-01T00:00:00,2014,12,December,Q4
D-0032602,2015-01-01T00:00:00,2015,1,January,Q1
D-0032603,2015-02-01T00:00:00,2015,2,February,Q1
D-0032604,2015-03-01T00:00:00,2015,3,March,Q1
D-0032605,2015-04-01T00:00:00,2015,4,April,Q2
D-0032606,2015-05-01T00:00:00,2015,5,May,Q2
D-0032607,2015-06-01T00:00:00,2015,6,June,Q2
D-0032608,2015-07-01T00:00:00,2015,7,July,Q3
D-0032609,2015-08-01T00:00:00,2015,8,August,Q3
D-0032610,2015-09-01T00:00:00,2015,9,September,Q3
D-0032611,2015-10-01T00:00:00,2015,10,October,Q4
D-0032612,2015-11-01T00:00:00,2015,11,November,Q4
D-0032613,2015-12-01T00:00:00,2015,12,December,Q4
D-0032614,2016-01-01T00:00:00,2016,1,January,Q1
D-0032615,2016-02-01T00:00:00,2016,2,February,Q1
D-0032616,2016-03-01T00:00:00,2016,3,March,Q1
D-0032617,2016-04-01T00:00:00,2016,4,April,Q2
D-0032618,2016-05-01T00:00:00,2016,5,May,Q2
D-0032619,2016-06-01T00:00:00,2016,6,June,Q2
D-0032620,2016-07-01T00:00:00,2016,7,July,Q3
D-0032621,2016-08-01T00:00:00,2016,8,August,Q3
D-0032622,2016-09-01T00:00:00,2016,9,September,Q3
D-0032623,2016-10-01T00:00:00,2016,10,October,Q4
D-0032624,2016-11-01T00:00:00,2016,11,November,Q4
D-0032625,2016-12-01T00:00:00,2016,12,December,Q4
D-0032626,2017-01-01T00:00:00,2017,1,January,Q1
D-0032627,2017-02-01T00:00:00,2017,2,February,Q1
D-0032628,2017-03-01T00:00:00,2017,3,March,Q1
D-0032629,2017-04-01T00:00:00,2017,4,April,Q2
D-0032630,2017-05-01T00:00:00,2017,5,May,Q2
D-0032631,2017-06-01T00:00:00,2017,6,June,Q2
D-0032632,2017-07-01T00:00:00,2017,7,July,Q3
D-0032633,2017-08-01T00:00:00,2017,8,August,Q3
D-0032634,2017-09-01T00:00:00,2017,9,September,Q3
D-0032635,2017-10-01T00:00:00,2017,10,October,Q4
D-0032636,2017-11-01T00:00:00,2017,11,November,Q4
D-0032637,2017-12-01T00:00:00,2017,12,December,Q4
D-0032638,2018-01-01T00:00:00,2018,1,January,Q1
D-0032639,2018-02-01T00:00:00,2018,2,February,Q1
D-0032640,2018-03-01T00:00:00,2018,3,March,Q1
D-0032641,2018-04-01T00:00:00,2018,4,April,Q2
D-0032642,2018-05-01T00:00:00,2018,5,May,Q2
D-0032643,2018-06-01T00:00:00,2018,6,June,Q2
D-0032644,2018-07-01T00:00:00,2018,7,July,Q3
D-0032645,2018-08-01T00:00:00,2018,8,August,Q3
D-0032646,2018-09-01T00:00:00,2018,9,September,Q3
D-0032647,2018-10-01T00:00:00,2018,10,October,Q4
D-0032648,2018-11-01T00:00:00,2018,11,November,Q4
D-0032649,2018-12-01T00:00:00,2018,12,December,Q4
D-0032650,2019-01-01T00:00:00,2019,1,January,Q1
D-0032651,2019-02-01T00:00:00,2019,2,February,Q1
D-0032652,2019-03-01T00:00:00,2019,3,March,Q1
D-0032653,2019-04-01T00:00:00,2019,4,April,Q2
D-0032654,2019-05-01T00:00:00,2019,5,May,Q2
D-0032655,2019-06-01T00:00:00,2019,6,June,Q2
D-0032656,2019-07-01T00:00:00,2019,7,July,Q3
